Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-12-14,140.395,141.158,139.215,139.942,782800,0.0,0.0
2022-12-15,139.778,141.721,138.68,139.66,859300,0.0,0.0
2022-12-16,139.079,141.594,138.653,140.994,1651000,0.0,0.0
2022-12-19,141.085,142.728,140.305,141.439,663900,0.0,0.0
2022-12-20,140.014,141.566,139.733,140.976,915000,0.0,0.0
2022-12-21,141.294,143.854,141.294,143.364,607000,0.0,0.0
2022-12-22,142.774,144.063,142.483,143.917,599000,0.0,0.0
2022-12-23,144.099,144.861,143.745,144.725,392000,0.0,0.0
2022-12-27,144.87,145.715,144.208,145.125,526200,0.0,0.0
2022-12-28,145.533,145.533,143.718,143.772,407400,0.0,0.0
2022-12-29,144.217,144.353,143.146,143.926,405700,0.0,0.0
2022-12-30,144.308,144.571,142.601,143.836,517900,0.0,0.0
2023-01-03,143.527,144.435,142.401,144.317,694200,0.0,0.0
2023-01-04,143.736,144.299,142.855,143.591,636900,0.0,0.0
2023-01-05,143.772,145.052,143.291,144.68,641800,0.0,0.0
2023-01-06,145.951,148.02,145.733,147.584,578600,0.0,0.0
2023-01-09,146.84,147.92,145.46,145.533,693500,0.0,0.0
2023-01-10,146.005,146.268,144.19,144.344,428200,0.0,0.0
